Unnamed: 0,campaign_id,segments_date,metrics_clicks,metrics_conversions,metrics_cost_micros,metrics_impressions,metrics_video_views,metrics_conversions_value,campaign_advertising_channel_type,campaign_budget_amount,campaign_name
6445,21560212684,2026-03-09,27,0.0,16763560,1219,10,0.0,PERFORMANCE_MAX,35.0,Pmax_NTM_Campaign_16
787,9988712287,2026-03-09,152,3.0,87082451,1387,0,370.65,SEARCH,90.0,Search_TM_Campaign_01
15360,22211017654,2026-03-09,177,0.0,28867673,5302,24,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
9507,21663737223,2026-03-09,389,5.0,390501498,33751,5,321.82000000000005,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
12373,21794370952,2026-03-09,35,1.0,11935229,3149,15,54.97,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
18652,23121755418,2026-03-09,465,3.507527,308843059,27630,4,364.7527,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
1748,18253990962,2026-03-09,639,11.483682,284185624,84141,0,762.69407086,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
18944,23259820296,2026-03-10,85,0.0,10051533,1874,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
5808,21555598453,2026-03-10,190,11.011528,40456905,9768,0,696.57932,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
1749,18253990962,2026-03-10,459,9.0,287548372,74172,0,606.3,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
788,9988712287,2026-03-10,152,4.142753,66541933,1133,0,812.19911123,SEARCH,90.0,Search_TM_Campaign_01
15361,22211017654,2026-03-10,216,1.0,42097810,6746,8,281.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
17907,22866636855,2026-03-10,478,12.0,265737850,1924,0,970.13,SEARCH,100.0,Search_TM_Campaign_04
7918,21577977814,2026-03-10,130,0.0,25476923,669,0,0.0,SEARCH,60.0,Search_TM_Campaign_03
13445,21802413978,2026-03-10,114,2.0,92030489,13878,1,540.5,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
16866,22645714681,2026-03-10,264,5.333334,235599533,38088,0,521.47341164,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
7268,21567626631,2026-03-10,45,0.0,26122591,377,0,0.0,SEARCH,50.0,Search_TM_Campaign_02
12374,21794370952,2026-03-10,60,1.26176,22267266,3205,19,67.52792,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
16016,22496284541,2026-03-10,69,0.015058,39759100,3730,6,2.28700904,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
5178,21551974931,2026-03-10,106,2.0,26194053,14113,11,208.88,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
4169,21263646438,2026-03-10,316,3.0,274065049,29918,40,516.97,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
6446,21560212684,2026-03-10,36,1.0,36721948,1369,12,167.4,PERFORMANCE_MAX,35.0,Pmax_NTM_Campaign_16
8547,21587818996,2026-03-10,726,3.97201,27234719,10147,0,421.670732,SEARCH,15.0,Search_NTM_Campaign_03
18653,23121755418,2026-03-10,435,5.002387000000001,290167588,20955,3,296.00974771,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
18126,22946407106,2026-03-10,333,8.770934,100480000,26918,0,1413.7424415199998,SHOPPING,140.0,Shopping_NTM_Campaign_01
9508,21663737223,2026-03-10,402,5.648356,381367963,34477,8,426.015504,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
18654,23121755418,2026-03-11,374,2.0,216577935,19268,4,411.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
15362,22211017654,2026-03-11,73,2.0,18266447,3769,1,111.12,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
789,9988712287,2026-03-11,84,0.0,28022763,668,0,0.0,SEARCH,90.0,Search_TM_Campaign_01
1750,18253990962,2026-03-11,506,5.741625,274805726,80481,0,700.6806353400001,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
18127,22946407106,2026-03-11,270,8.239656,77430000,23964,0,831.1887999999999,SHOPPING,140.0,Shopping_NTM_Campaign_01
6447,21560212684,2026-03-11,7,0.0,17473389,460,4,0.0,PERFORMANCE_MAX,35.0,Pmax_NTM_Campaign_16
12375,21794370952,2026-03-11,85,1.0,62983475,8990,12,212.86,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
9509,21663737223,2026-03-11,308,1.420138,309524109,25575,4,92.92140432,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
7269,21567626631,2026-03-11,32,4.0,17235994,166,0,356.89,SEARCH,50.0,Search_TM_Campaign_02
13446,21802413978,2026-03-11,175,2.0,108166341,20442,5,79.9,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
16867,22645714681,2026-03-11,280,2.0,174394263,43303,0,86.9,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
16017,22496284541,2026-03-11,60,1.0,20276956,3461,2,50.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
18945,23259820296,2026-03-11,203,0.0,29375446,4850,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
5809,21555598453,2026-03-11,10,0.0,747760,430,2,0.0,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
8548,21587818996,2026-03-11,699,2.025627,15823844,10229,0,1293.87893718,SEARCH,15.0,Search_NTM_Campaign_03
5179,21551974931,2026-03-11,116,4.185063,45340155,12328,6,365.62158384,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
7919,21577977814,2026-03-11,97,0.0,15094436,562,0,0.0,SEARCH,60.0,Search_TM_Campaign_03
4170,21263646438,2026-03-11,274,3.0,247850447,29168,46,645.06,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
17908,22866636855,2026-03-11,615,6.0,352991603,4046,0,869.8,SEARCH,100.0,Search_TM_Campaign_04
18946,23259820296,2026-03-12,153,0.0,21835103,3483,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
7270,21567626631,2026-03-12,34,5.0,13211200,289,0,205.18,SEARCH,50.0,Search_TM_Campaign_02
4171,21263646438,2026-03-12,325,0.5,279048935,36252,130,85.845,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
7920,21577977814,2026-03-12,103,0.0,19925167,612,0,0.0,SEARCH,60.0,Search_TM_Campaign_03
16018,22496284541,2026-03-12,67,0.0,29117767,3876,0,0.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
16868,22645714681,2026-03-12,235,1.005601,141286290,36608,0,50.22958499,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
5810,21555598453,2026-03-12,338,8.873618,88387521,16003,1,1729.61510712,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
9510,21663737223,2026-03-12,450,3.014934,386070301,44140,8,133.6725174,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
17909,22866636855,2026-03-12,473,0.12825,289581707,2845,0,11.0282175,SEARCH,100.0,Search_TM_Campaign_04
5180,21551974931,2026-03-12,96,3.0,29107763,9819,6,169.08,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
18128,22946407106,2026-03-12,57,0.0,13300000,7970,0,0.0,SHOPPING,140.0,Shopping_NTM_Campaign_01
8549,21587818996,2026-03-12,687,1.024338,21757909,16016,0,52.01577,SEARCH,15.0,Search_NTM_Campaign_03
13447,21802413978,2026-03-12,187,2.0,92289705,19414,20,84.96,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
15363,22211017654,2026-03-12,73,0.0,25039223,4177,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
12376,21794370952,2026-03-12,60,0.0,38871302,6748,7,0.0,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
18655,23121755418,2026-03-12,508,3.993513,334036954,24859,111,306.25294011999995,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
790,9988712287,2026-03-12,140,2.062236,63459684,1112,0,248.87834823,SEARCH,90.0,Search_TM_Campaign_01
1751,18253990962,2026-03-12,587,3.010291,309116118,85233,1,286.21097629,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
18656,23121755418,2026-03-13,413,10.984942,259817259,22950,99,794.728492,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
16019,22496284541,2026-03-13,73,2.0,30790604,3891,1,243.98,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
8550,21587818996,2026-03-13,805,0.0,32160487,10607,0,0.0,SEARCH,15.0,Search_NTM_Campaign_03
9511,21663737223,2026-03-13,442,6.008198,403581666,37345,7,714.6599,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
17910,22866636855,2026-03-13,570,14.0,334257116,3358,0,1427.64,SEARCH,100.0,Search_TM_Campaign_04
12377,21794370952,2026-03-13,68,1.0,33499322,7040,24,230.0,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
16869,22645714681,2026-03-13,332,8.0,172789916,51604,1,900.84,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
7271,21567626631,2026-03-13,13,1.0,3020726,164,0,48.98,SEARCH,50.0,Search_TM_Campaign_02
7921,21577977814,2026-03-13,106,0.0,13640556,625,0,0.0,SEARCH,60.0,Search_TM_Campaign_03
5811,21555598453,2026-03-13,446,34.804972,92493326,22627,0,2560.37561878,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
4172,21263646438,2026-03-13,378,8.969884,318815711,40644,338,1435.79100796,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
5181,21551974931,2026-03-13,108,5.0,31441362,10863,3,264.88,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
18947,23259820296,2026-03-13,307,0.0,33387660,5801,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
1752,18253990962,2026-03-13,549,18.932848,226900930,77607,1,1307.07020758,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
791,9988712287,2026-03-13,118,6.0,39473776,1058,0,537.0,SEARCH,90.0,Search_TM_Campaign_01
15364,22211017654,2026-03-13,83,0.0,17080974,3752,1,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
13448,21802413978,2026-03-13,216,4.020582,98616751,22612,37,576.85854756,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
18129,22946407106,2026-03-13,31,7.976903,9700000,5718,0,842.31075334,SHOPPING,140.0,Shopping_NTM_Campaign_01
18130,22946407106,2026-03-14,43,1.0,6990000,10143,0,200.0,SHOPPING,140.0,Shopping_NTM_Campaign_01
16020,22496284541,2026-03-14,75,0.984942,28582820,4108,0,149.59299096,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
5182,21551974931,2026-03-14,103,4.0,22818964,10731,0,197.96,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
18948,23259820296,2026-03-14,191,0.0,20413422,3460,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
9512,21663737223,2026-03-14,600,8.989972,415906657,40936,28,539.40845976,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
792,9988712287,2026-03-14,60,6.0080100000000005,32601740,486,0,2857.87543,SEARCH,90.0,Search_TM_Campaign_01
16870,22645714681,2026-03-14,417,14.00496,220215372,54410,12,1127.19584315,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
18657,23121755418,2026-03-14,633,14.464055,350550176,29783,207,1489.50031,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
8551,21587818996,2026-03-14,1008,2.25,44369599,21947,0,465.68,SEARCH,15.0,Search_NTM_Campaign_03
17911,22866636855,2026-03-14,664,23.0,312473198,4519,0,2482.62,SEARCH,100.0,Search_TM_Campaign_04
13449,21802413978,2026-03-14,253,7.2,115930388,25037,36,629.108,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
7272,21567626631,2026-03-14,23,1.0,7241555,99,0,250.0,SEARCH,50.0,Search_TM_Campaign_02
15365,22211017654,2026-03-14,74,2.0,21522610,3544,8,114.84,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
7922,21577977814,2026-03-14,158,1.0,20036231,857,0,107.0,SEARCH,60.0,Search_TM_Campaign_03
4173,21263646438,2026-03-14,290,6.984942,208082100,31787,495,1452.91357998,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
12378,21794370952,2026-03-14,71,0.0,31273037,9047,14,0.0,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
5812,21555598453,2026-03-14,547,41.02338,112417126,28742,2,4978.015977999999,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
1753,18253990962,2026-03-14,535,24.998761,243993988,73961,0,1454.34505,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
16871,22645714681,2026-03-15,316,8.0,150438632,33619,31,651.01,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
5183,21551974931,2026-03-15,120,8.247513999999999,21356004,8946,0,356.93469202,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
4174,21263646438,2026-03-15,368,6.0,302728149,33552,250,1255.22,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
5813,21555598453,2026-03-15,463,28.971497,83536107,26174,6,1887.87844938,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
18131,22946407106,2026-03-15,52,4.0,11320000,9395,0,1074.4,SHOPPING,140.0,Shopping_NTM_Campaign_01
17912,22866636855,2026-03-15,586,16.0,224215077,3956,0,960.64,SEARCH,100.0,Search_TM_Campaign_04
18949,23259820296,2026-03-15,157,0.0,20880938,3011,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
18658,23121755418,2026-03-15,536,19.0,253596337,25300,87,2004.91,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
16021,22496284541,2026-03-15,79,0.0,31176774,4024,1,0.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
9513,21663737223,2026-03-15,507,13.437192,379376185,30853,41,1324.59372588,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
7273,21567626631,2026-03-15,14,3.0,1377137,68,0,210.65,SEARCH,50.0,Search_TM_Campaign_02
1754,18253990962,2026-03-15,613,29.22284,294379819,77257,7,3224.02204738,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
7923,21577977814,2026-03-15,112,6.0,11913519,603,0,748.03,SEARCH,60.0,Search_TM_Campaign_03
793,9988712287,2026-03-15,160,6.0,44052170,794,0,322.1,SEARCH,90.0,Search_TM_Campaign_01
13450,21802413978,2026-03-15,226,4.388494,98027076,20006,13,513.76936304,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
12379,21794370952,2026-03-15,63,4.0,40723366,7784,24,243.98,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
15366,22211017654,2026-03-15,67,3.976944,12095673,3298,5,237.19830832,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
8552,21587818996,2026-03-15,773,0.0,28169726,18349,0,0.0,SEARCH,15.0,Search_NTM_Campaign_03
12380,21794370952,2026-03-16,75,0.329903,48063380,8374,36,53.10778494,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
7924,21577977814,2026-03-16,115,5.0,18408601,685,0,224.06,SEARCH,60.0,Search_TM_Campaign_03
4175,21263646438,2026-03-16,336,12.01603,377357605,29893,339,1878.5311205,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
8553,21587818996,2026-03-16,1270,3.0,40448489,4080,0,255.0,SEARCH,15.0,Search_NTM_Campaign_03
7274,21567626631,2026-03-16,2,0.0,70000,94,0,0.0,SEARCH,50.0,Search_TM_Campaign_02
15367,22211017654,2026-03-16,93,2.666667,43480709,4384,8,233.41673838,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
1755,18253990962,2026-03-16,586,26.992791,422522037,62684,1,2779.10334942,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
16872,22645714681,2026-03-16,447,15.104949,259450493,42212,20,1421.4037561,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
19078,23665957891,2026-03-16,19,0.0,52675337,433,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
13451,21802413978,2026-03-16,174,9.277937,118256859,14292,5,1251.52366406,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
19061,23655929490,2026-03-16,28,2.0,51620000,1671,0,159.43,SEARCH,25.0,Search_NTM_Campaign_08
18659,23121755418,2026-03-16,447,11.304736,288668226,22083,107,1097.01470194,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
17913,22866636855,2026-03-16,669,20.01582,443177008,3274,0,3071.2702,SEARCH,100.0,Search_TM_Campaign_04
5814,21555598453,2026-03-16,509,40.67354,125189608,35335,2,5549.99142436,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
5184,21551974931,2026-03-16,127,4.0,42337790,11723,1,207.12,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
18950,23259820296,2026-03-16,229,0.0,26996069,5114,65,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
19044,23655927759,2026-03-16,18,0.0,53670000,1275,0,0.0,SEARCH,25.0,Search_NTM_Campaign_07
794,9988712287,2026-03-16,125,1.0,38280297,1206,0,238.06,SEARCH,90.0,Search_TM_Campaign_01
16022,22496284541,2026-03-16,99,2.0,69298782,6023,2,165.98,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
9514,21663737223,2026-03-16,434,17.930121999999997,511177867,36741,44,2072.0363896,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
18132,22946407106,2026-03-16,146,10.040524,32750000,17106,0,657.9124,SHOPPING,140.0,Shopping_NTM_Campaign_01
19079,23665957891,2026-03-17,47,0.0,47751273,2122,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
16873,22645714681,2026-03-17,362,20.965186,141095015,35472,7,3941.03241064,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
795,9988712287,2026-03-17,394,21.879078,232147873,2017,0,1782.84460518,SEARCH,90.0,Search_TM_Campaign_01
1756,18253990962,2026-03-17,356,30.003988,144598961,44850,2,2032.95200095,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
5185,21551974931,2026-03-17,113,1.04914,31648227,11018,0,80.380366,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
13452,21802413978,2026-03-17,151,2.0,91034161,16277,6,300.0,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
17914,22866636855,2026-03-17,207,8.0,149280841,840,0,863.3199999999999,SEARCH,100.0,Search_TM_Campaign_04
18133,22946407106,2026-03-17,259,29.873206,100490000,20232,0,2613.6384513,SHOPPING,140.0,Shopping_NTM_Campaign_01
15368,22211017654,2026-03-17,98,0.0,51182964,5624,22,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
19045,23655927759,2026-03-17,20,0.0,58320000,821,0,0.0,SEARCH,25.0,Search_NTM_Campaign_07
18951,23259820296,2026-03-17,210,2.997781,93691920,4505,62,1182.2651791,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
16023,22496284541,2026-03-17,88,1.43998,51498264,4611,4,103.3678,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
8554,21587818996,2026-03-17,611,2.5,26071680,4024,0,232.99,SEARCH,15.0,Search_NTM_Campaign_03
4176,21263646438,2026-03-17,183,5.0,149698478,18595,39,849.84,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
5815,21555598453,2026-03-17,205,10.39355,61500685,13059,0,801.71450982,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
7925,21577977814,2026-03-17,104,6.0,24768839,708,0,2809.6,SEARCH,60.0,Search_TM_Campaign_03
9515,21663737223,2026-03-17,170,3.0,150701258,13614,25,715.98,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
7275,21567626631,2026-03-17,33,0.0,13714879,173,0,0.0,SEARCH,50.0,Search_TM_Campaign_02
19062,23655929490,2026-03-17,55,0.0,50369171,5048,0,0.0,SEARCH,25.0,Search_NTM_Campaign_08
12381,21794370952,2026-03-17,43,1.478765,37708365,3441,22,773.0023009,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
18660,23121755418,2026-03-17,187,13.916524,150985970,8349,38,1280.45452,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
13453,21802413978,2026-03-18,151,14.008199,97373646,13400,7,2274.4500260000004,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
5186,21551974931,2026-03-18,142,9.025356,63540158,12664,0,383.83129676,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
